state,date,type,median,mean
Puerto Rico,9/22/20,estimate,0.006,0.006
Puerto Rico,9/23/20,estimate,0.005,0.005
Puerto Rico,9/24/20,estimate,0.005,0.004
Puerto Rico,9/25/20,estimate,0.005,0.003
Puerto Rico,9/26/20,estimate,0.005,0.002
Puerto Rico,9/27/20,estimate,0.004,0.002
Puerto Rico,9/28/20,estimate,0.004,0.002
Puerto Rico,9/29/20,estimate,0.004,0.002
Puerto Rico,9/30/20,estimate,0.004,0.002
Puerto Rico,10/1/20,estimate,0.004,0.002
Puerto Rico,10/2/20,estimate,0.004,0.002
Puerto Rico,10/3/20,estimate,0.004,0.003
Puerto Rico,10/4/20,estimate,0.005,0.003
Puerto Rico,10/5/20,estimate,0.005,0.004
Puerto Rico,10/6/20,estimate,0.005,0.005
Puerto Rico,10/7/20,estimate,0.006,0.006
Puerto Rico,10/8/20,estimate,0.006,0.007
Puerto Rico,10/9/20,estimate,0.006,0.007
Puerto Rico,10/10/20,estimate,0.007,0.008
Puerto Rico,10/11/20,estimate,0.007,0.009
Puerto Rico,10/12/20,estimate,0.008,0.01
Puerto Rico,10/13/20,estimate,0.008,0.01
Puerto Rico,10/14/20,estimate,0.008,0.011
Puerto Rico,10/15/20,estimate,0.009,0.011
Puerto Rico,10/16/20,estimate,0.009,0.012
Puerto Rico,10/17/20,estimate,0.009,0.012
Puerto Rico,10/18/20,estimate,0.009,0.012
Puerto Rico,10/19/20,estimate,0.009,0.012
Puerto Rico,10/20/20,estimate,0.009,0.012
Puerto Rico,10/21/20,estimate,0.009,0.012
Puerto Rico,10/22/20,estimate,0.009,0.013
Puerto Rico,10/23/20,estimate,0.009,0.013
Puerto Rico,10/24/20,estimate based on partial data,0.009,0.013
Puerto Rico,10/25/20,estimate based on partial data,0.009,0.013
Puerto Rico,10/26/20,estimate based on partial data,0.009,0.013
Puerto Rico,10/27/20,estimate based on partial data,0.009,0.013
Puerto Rico,10/28/20,estimate based on partial data,0.009,0.014
Puerto Rico,10/29/20,estimate based on partial data,0.009,0.014
Puerto Rico,10/30/20,estimate based on partial data,0.009,0.014
Puerto Rico,10/31/20,estimate based on partial data,0.009,0.014
Puerto Rico,11/1/20,estimate based on partial data,0.009,0.015
Puerto Rico,11/2/20,estimate based on partial data,0.009,0.015
Puerto Rico,11/3/20,estimate based on partial data,0.009,0.016
Puerto Rico,11/4/20,forecast,0.009,0.016
Puerto Rico,11/5/20,forecast,0.009,0.016
Puerto Rico,11/6/20,forecast,0.009,0.016
Puerto Rico,11/7/20,forecast,0.009,0.016
Puerto Rico,11/8/20,forecast,0.009,0.016
Puerto Rico,11/9/20,forecast,0.009,0.016
Puerto Rico,11/10/20,forecast,0.009,0.016
Puerto Rico,11/11/20,forecast,0.009,0.016
Puerto Rico,11/12/20,forecast,0.009,0.016
Puerto Rico,11/13/20,forecast,0.009,0.016
Puerto Rico,11/14/20,forecast,0.009,0.016
Puerto Rico,11/15/20,forecast,0.009,0.016
Puerto Rico,11/16/20,forecast,0.009,0.016
Puerto Rico,11/17/20,forecast,0.009,0.016
Rhode Island,8/25/20,estimate,0.006,0.006
Rhode Island,8/26/20,estimate,0.007,0.006
Rhode Island,8/27/20,estimate,0.007,0.006
Rhode Island,8/28/20,estimate,0.007,0.006
Rhode Island,8/29/20,estimate,0.008,0.007
Rhode Island,8/30/20,estimate,0.008,0.007
Rhode Island,8/31/20,estimate,0.009,0.007
Rhode Island,9/1/20,estimate,0.009,0.008
Rhode Island,9/2/20,estimate,0.01,0.008
Rhode Island,9/3/20,estimate,0.01,0.009
Rhode Island,9/4/20,estimate,0.011,0.01
Rhode Island,9/5/20,estimate,0.012,0.01
Rhode Island,9/6/20,estimate,0.012,0.011
Rhode Island,9/7/20,estimate,0.013,0.012
Rhode Island,9/8/20,estimate,0.014,0.012
Rhode Island,9/9/20,estimate,0.014,0.013
Rhode Island,9/10/20,estimate,0.015,0.014
Rhode Island,9/11/20,estimate,0.016,0.015
Rhode Island,9/12/20,estimate,0.017,0.016
Rhode Island,9/13/20,estimate,0.017,0.017
Rhode Island,9/14/20,estimate,0.018,0.018
Rhode Island,9/15/20,estimate,0.019,0.019
Rhode Island,9/16/20,estimate,0.02,0.02
Rhode Island,9/17/20,estimate,0.021,0.021
Rhode Island,9/18/20,estimate,0.022,0.022
Rhode Island,9/19/20,estimate,0.022,0.023
Rhode Island,9/20/20,estimate,0.023,0.024
Rhode Island,9/21/20,estimate,0.024,0.025
Rhode Island,9/22/20,estimate,0.025,0.026
Rhode Island,9/23/20,estimate,0.027,0.027
Rhode Island,9/24/20,estimate,0.028,0.029
Rhode Island,9/25/20,estimate,0.029,0.03
Rhode Island,9/26/20,estimate,0.029,0.031
Rhode Island,9/27/20,estimate,0.03,0.032
Rhode Island,9/28/20,estimate,0.031,0.033
Rhode Island,9/29/20,estimate,0.032,0.034
Rhode Island,9/30/20,estimate,0.033,0.035
Rhode Island,10/1/20,estimate,0.034,0.036
Rhode Island,10/2/20,estimate,0.035,0.037
Rhode Island,10/3/20,estimate,0.035,0.038
Rhode Island,10/4/20,estimate,0.036,0.038
Rhode Island,10/5/20,estimate,0.037,0.039
Rhode Island,10/6/20,estimate,0.038,0.04
Rhode Island,10/7/20,estimate,0.038,0.04
Rhode Island,10/8/20,estimate,0.038,0.04
Rhode Island,10/9/20,estimate,0.039,0.04
Rhode Island,10/10/20,estimate,0.039,0.041
Rhode Island,10/11/20,estimate,0.039,0.041
Rhode Island,10/12/20,estimate,0.039,0.04
Rhode Island,10/13/20,estimate,0.039,0.04
Rhode Island,10/14/20,estimate,0.039,0.04
Rhode Island,10/15/20,estimate,0.039,0.04
Rhode Island,10/16/20,estimate,0.038,0.04
Rhode Island,10/17/20,estimate,0.038,0.039
Rhode Island,10/18/20,estimate,0.038,0.039
Rhode Island,10/19/20,estimate,0.038,0.039
Rhode Island,10/20/20,estimate,0.038,0.038
Rhode Island,10/21/20,estimate,0.037,0.038
Rhode Island,10/22/20,estimate,0.037,0.038
Rhode Island,10/23/20,estimate,0.036,0.038
Rhode Island,10/24/20,estimate based on partial data,0.036,0.037
Rhode Island,10/25/20,estimate based on partial data,0.036,0.037
Rhode Island,10/26/20,estimate based on partial data,0.036,0.037
Rhode Island,10/27/20,estimate based on partial data,0.036,0.037
Rhode Island,10/28/20,estimate based on partial data,0.035,0.037
Rhode Island,10/29/20,estimate based on partial data,0.035,0.037
Rhode Island,10/30/20,estimate based on partial data,0.035,0.037
Rhode Island,10/31/20,estimate based on partial data,0.035,0.037
Rhode Island,11/1/20,estimate based on partial data,0.035,0.037
Rhode Island,11/2/20,estimate based on partial data,0.035,0.037
Rhode Island,11/3/20,estimate based on partial data,0.035,0.037
Rhode Island,11/4/20,forecast,0.035,0.037
Rhode Island,11/5/20,forecast,0.035,0.037
Rhode Island,11/6/20,forecast,0.035,0.037
Rhode Island,11/7/20,forecast,0.035,0.037
Rhode Island,11/8/20,forecast,0.035,0.037
Rhode Island,11/9/20,forecast,0.035,0.037
Rhode Island,11/10/20,forecast,0.035,0.037
Rhode Island,11/11/20,forecast,0.035,0.037
Rhode Island,11/12/20,forecast,0.035,0.037
Rhode Island,11/13/20,forecast,0.035,0.037
Rhode Island,11/14/20,forecast,0.035,0.037
Rhode Island,11/15/20,forecast,0.035,0.037
Rhode Island,11/16/20,forecast,0.035,0.037
Rhode Island,11/17/20,forecast,0.035,0.037
South Carolina,8/21/20,estimate,0.003,0.003
South Carolina,8/22/20,estimate,0.003,0.003
South Carolina,8/23/20,estimate,0.003,0.003
South Carolina,8/24/20,estimate,0.003,0.003
South Carolina,8/25/20,estimate,0.003,0.003
South Carolina,8/26/20,estimate,0.003,0.003
South Carolina,8/27/20,estimate,0.002,0.003
South Carolina,8/28/20,estimate,0.002,0.003
South Carolina,8/29/20,estimate,0.002,0.003
South Carolina,8/30/20,estimate,0.002,0.003
South Carolina,8/31/20,estimate,0.002,0.003
South Carolina,9/1/20,estimate,0.002,0.003
South Carolina,9/2/20,estimate,0.002,0.003
South Carolina,9/3/20,estimate,0.002,0.003
South Carolina,9/4/20,estimate,0.002,0.003
South Carolina,9/5/20,estimate,0.002,0.003
South Carolina,9/6/20,estimate,0.002,0.002
South Carolina,9/7/20,estimate,0.002,0.002
South Carolina,9/8/20,estimate,0.002,0.002
South Carolina,9/9/20,estimate,0.002,0.002
South Carolina,9/10/20,estimate,0.002,0.002
South Carolina,9/11/20,estimate,0.002,0.001
South Carolina,9/12/20,estimate,0.002,0.001
South Carolina,9/13/20,estimate,0.001,0.001
South Carolina,9/14/20,estimate,0.001,0.001
South Carolina,9/15/20,estimate,0.001,0
South Carolina,9/16/20,estimate,0.001,0
South Carolina,9/17/20,estimate,0.001,0
South Carolina,9/18/20,estimate,0.001,0
South Carolina,9/19/20,estimate,0.001,0
South Carolina,9/20/20,estimate,0.001,-0.001
South Carolina,9/21/20,estimate,0.001,-0.001
South Carolina,9/22/20,estimate,0.001,-0.001
South Carolina,9/23/20,estimate,0.001,-0.001
South Carolina,9/24/20,estimate,0.001,-0.001
South Carolina,9/25/20,estimate,0.001,0
South Carolina,9/26/20,estimate,0.001,0
South Carolina,9/27/20,estimate,0.001,0
South Carolina,9/28/20,estimate,0.001,0
South Carolina,9/29/20,estimate,0.001,0
South Carolina,9/30/20,estimate,0.001,0.001
South Carolina,10/1/20,estimate,0.001,0.001
South Carolina,10/2/20,estimate,0.002,0.001
South Carolina,10/3/20,estimate,0.002,0.002
South Carolina,10/4/20,estimate,0.002,0.002
South Carolina,10/5/20,estimate,0.002,0.002
South Carolina,10/6/20,estimate,0.002,0.003
South Carolina,10/7/20,estimate,0.002,0.003
South Carolina,10/8/20,estimate,0.002,0.003
South Carolina,10/9/20,estimate,0.003,0.003
South Carolina,10/10/20,estimate,0.003,0.004
South Carolina,10/11/20,estimate,0.003,0.004
South Carolina,10/12/20,estimate,0.003,0.004
South Carolina,10/13/20,estimate,0.003,0.004
South Carolina,10/14/20,estimate,0.003,0.004
South Carolina,10/15/20,estimate,0.003,0.004
South Carolina,10/16/20,estimate,0.003,0.004
South Carolina,10/17/20,estimate,0.003,0.004
South Carolina,10/18/20,estimate,0.003,0.004
South Carolina,10/19/20,estimate,0.003,0.004
South Carolina,10/20/20,estimate based on partial data,0.003,0.004
South Carolina,10/21/20,estimate based on partial data,0.003,0.004
South Carolina,10/22/20,estimate based on partial data,0.003,0.004
South Carolina,10/23/20,estimate based on partial data,0.003,0.004
South Carolina,10/24/20,estimate based on partial data,0.003,0.004
South Carolina,10/25/20,estimate based on partial data,0.003,0.004
South Carolina,10/26/20,estimate based on partial data,0.003,0.004
South Carolina,10/27/20,estimate based on partial data,0.003,0.004
South Carolina,10/28/20,estimate based on partial data,0.003,0.004
South Carolina,10/29/20,estimate based on partial data,0.003,0.004
South Carolina,10/30/20,estimate based on partial data,0.003,0.004
South Carolina,10/31/20,forecast,0.003,0.004
South Carolina,11/1/20,forecast,0.003,0.004
South Carolina,11/2/20,forecast,0.003,0.004
South Carolina,11/3/20,forecast,0.003,0.004
South Carolina,11/4/20,forecast,0.003,0.004
South Carolina,11/5/20,forecast,0.003,0.004
South Carolina,11/6/20,forecast,0.003,0.004
South Carolina,11/7/20,forecast,0.003,0.004
South Carolina,11/8/20,forecast,0.003,0.004
South Carolina,11/9/20,forecast,0.003,0.004
South Carolina,11/10/20,forecast,0.003,0.004
South Carolina,11/11/20,forecast,0.003,0.004
South Carolina,11/12/20,forecast,0.003,0.004
South Carolina,11/13/20,forecast,0.003,0.004
South Dakota,8/25/20,estimate,0.017,0.017
South Dakota,8/26/20,estimate,0.01,0.01
South Dakota,8/27/20,estimate,0.004,0.004
South Dakota,8/28/20,estimate,-0.001,-0.001
South Dakota,8/29/20,estimate,-0.005,-0.005
South Dakota,8/30/20,estimate,-0.008,-0.008
South Dakota,8/31/20,estimate,-0.01,-0.01
South Dakota,9/1/20,estimate,-0.011,-0.011
South Dakota,9/2/20,estimate,-0.011,-0.011
South Dakota,9/3/20,estimate,-0.009,-0.01
South Dakota,9/4/20,estimate,-0.007,-0.008
South Dakota,9/5/20,estimate,-0.005,-0.005
South Dakota,9/6/20,estimate,-0.001,-0.002
South Dakota,9/7/20,estimate,0.003,0.002
South Dakota,9/8/20,estimate,0.007,0.007
South Dakota,9/9/20,estimate,0.011,0.011
South Dakota,9/10/20,estimate,0.015,0.016
South Dakota,9/11/20,estimate,0.02,0.02
South Dakota,9/12/20,estimate,0.024,0.025
South Dakota,9/13/20,estimate,0.028,0.029
South Dakota,9/14/20,estimate,0.031,0.032
South Dakota,9/15/20,estimate,0.034,0.035
South Dakota,9/16/20,estimate,0.036,0.037
South Dakota,9/17/20,estimate,0.038,0.039
South Dakota,9/18/20,estimate,0.039,0.04
South Dakota,9/19/20,estimate,0.039,0.04
South Dakota,9/20/20,estimate,0.039,0.039
South Dakota,9/21/20,estimate,0.038,0.039
South Dakota,9/22/20,estimate,0.037,0.038
South Dakota,9/23/20,estimate,0.036,0.036
South Dakota,9/24/20,estimate,0.035,0.035
South Dakota,9/25/20,estimate,0.033,0.033
South Dakota,9/26/20,estimate,0.032,0.032
South Dakota,9/27/20,estimate,0.031,0.03
South Dakota,9/28/20,estimate,0.03,0.029
South Dakota,9/29/20,estimate,0.029,0.028
South Dakota,9/30/20,estimate,0.028,0.028
South Dakota,10/1/20,estimate,0.028,0.028
South Dakota,10/2/20,estimate,0.028,0.028
South Dakota,10/3/20,estimate,0.029,0.028
South Dakota,10/4/20,estimate,0.03,0.029
South Dakota,10/5/20,estimate,0.031,0.03
South Dakota,10/6/20,estimate,0.032,0.032
South Dakota,10/7/20,estimate,0.033,0.033
South Dakota,10/8/20,estimate,0.034,0.034
South Dakota,10/9/20,estimate,0.035,0.036
South Dakota,10/10/20,estimate,0.037,0.037
South Dakota,10/11/20,estimate,0.038,0.038
South Dakota,10/12/20,estimate,0.039,0.039
South Dakota,10/13/20,estimate,0.039,0.04
South Dakota,10/14/20,estimate,0.04,0.04
South Dakota,10/15/20,estimate,0.04,0.04
South Dakota,10/16/20,estimate,0.039,0.04
South Dakota,10/17/20,estimate,0.039,0.039
South Dakota,10/18/20,estimate,0.038,0.038
South Dakota,10/19/20,estimate,0.038,0.037
South Dakota,10/20/20,estimate,0.036,0.036
South Dakota,10/21/20,estimate,0.035,0.035
South Dakota,10/22/20,estimate,0.034,0.034
South Dakota,10/23/20,estimate,0.033,0.033
South Dakota,10/24/20,estimate based on partial data,0.033,0.032
South Dakota,10/25/20,estimate based on partial data,0.032,0.031
South Dakota,10/26/20,estimate based on partial data,0.031,0.031
South Dakota,10/27/20,estimate based on partial data,0.031,0.031
South Dakota,10/28/20,estimate based on partial data,0.03,0.031
South Dakota,10/29/20,estimate based on partial data,0.03,0.031
South Dakota,10/30/20,estimate based on partial data,0.031,0.031
South Dakota,10/31/20,estimate based on partial data,0.031,0.032
South Dakota,11/1/20,estimate based on partial data,0.031,0.033
South Dakota,11/2/20,estimate based on partial data,0.032,0.034
South Dakota,11/3/20,estimate based on partial data,0.033,0.036
South Dakota,11/4/20,forecast,0.033,0.036
South Dakota,11/5/20,forecast,0.033,0.036
South Dakota,11/6/20,forecast,0.033,0.036
South Dakota,11/7/20,forecast,0.033,0.036
South Dakota,11/8/20,forecast,0.033,0.036
South Dakota,11/9/20,forecast,0.033,0.036
South Dakota,11/10/20,forecast,0.033,0.036
South Dakota,11/11/20,forecast,0.033,0.036
South Dakota,11/12/20,forecast,0.033,0.036
South Dakota,11/13/20,forecast,0.033,0.036
South Dakota,11/14/20,forecast,0.033,0.036
South Dakota,11/15/20,forecast,0.033,0.036
South Dakota,11/16/20,forecast,0.033,0.036
South Dakota,11/17/20,forecast,0.033,0.036
Tennessee,8/25/20,estimate,-0.002,-0.003
Tennessee,8/26/20,estimate,-0.003,-0.003
Tennessee,8/27/20,estimate,-0.003,-0.004
Tennessee,8/28/20,estimate,-0.003,-0.004
Tennessee,8/29/20,estimate,-0.003,-0.004
Tennessee,8/30/20,estimate,-0.002,-0.004
Tennessee,8/31/20,estimate,-0.002,-0.004
Tennessee,9/1/20,estimate,-0.002,-0.003
Tennessee,9/2/20,estimate,-0.002,-0.003
Tennessee,9/3/20,estimate,-0.002,-0.003
Tennessee,9/4/20,estimate,-0.002,-0.003
Tennessee,9/5/20,estimate,-0.001,-0.002
Tennessee,9/6/20,estimate,-0.001,-0.002
Tennessee,9/7/20,estimate,-0.001,-0.002
Tennessee,9/8/20,estimate,0,-0.001
Tennessee,9/9/20,estimate,0,-0.001
Tennessee,9/10/20,estimate,0.001,0
Tennessee,9/11/20,estimate,0.001,0.001
Tennessee,9/12/20,estimate,0.002,0.001
Tennessee,9/13/20,estimate,0.003,0.002
Tennessee,9/14/20,estimate,0.003,0.003
Tennessee,9/15/20,estimate,0.004,0.003
Tennessee,9/16/20,estimate,0.005,0.004
Tennessee,9/17/20,estimate,0.006,0.005
Tennessee,9/18/20,estimate,0.006,0.006
Tennessee,9/19/20,estimate,0.007,0.007
Tennessee,9/20/20,estimate,0.008,0.008
Tennessee,9/21/20,estimate,0.009,0.009
Tennessee,9/22/20,estimate,0.01,0.01
Tennessee,9/23/20,estimate,0.011,0.012
Tennessee,9/24/20,estimate,0.012,0.013
Tennessee,9/25/20,estimate,0.013,0.014
Tennessee,9/26/20,estimate,0.014,0.015
Tennessee,9/27/20,estimate,0.015,0.016
Tennessee,9/28/20,estimate,0.016,0.017
Tennessee,9/29/20,estimate,0.017,0.018
Tennessee,9/30/20,estimate,0.018,0.019
Tennessee,10/1/20,estimate,0.018,0.02
Tennessee,10/2/20,estimate,0.019,0.02
Tennessee,10/3/20,estimate,0.019,0.021
Tennessee,10/4/20,estimate,0.019,0.021
Tennessee,10/5/20,estimate,0.02,0.021
Tennessee,10/6/20,estimate,0.02,0.021
Tennessee,10/7/20,estimate,0.02,0.021
Tennessee,10/8/20,estimate,0.019,0.021
Tennessee,10/9/20,estimate,0.019,0.02
Tennessee,10/10/20,estimate,0.018,0.019
Tennessee,10/11/20,estimate,0.017,0.019
Tennessee,10/12/20,estimate,0.017,0.018
Tennessee,10/13/20,estimate,0.016,0.016
Tennessee,10/14/20,estimate,0.015,0.015
Tennessee,10/15/20,estimate,0.014,0.014
Tennessee,10/16/20,estimate,0.013,0.013
Tennessee,10/17/20,estimate,0.012,0.012
Tennessee,10/18/20,estimate,0.011,0.01
Tennessee,10/19/20,estimate,0.01,0.009
Tennessee,10/20/20,estimate,0.009,0.008
Tennessee,10/21/20,estimate,0.009,0.007
Tennessee,10/22/20,estimate,0.008,0.006
Tennessee,10/23/20,estimate,0.007,0.005
Tennessee,10/24/20,estimate based on partial data,0.007,0.004
Tennessee,10/25/20,estimate based on partial data,0.007,0.004
Tennessee,10/26/20,estimate based on partial data,0.006,0.003
Tennessee,10/27/20,estimate based on partial data,0.006,0.003
Tennessee,10/28/20,estimate based on partial data,0.006,0.002
Tennessee,10/29/20,estimate based on partial data,0.006,0.002
Tennessee,10/30/20,estimate based on partial data,0.006,0.002
Tennessee,10/31/20,estimate based on partial data,0.006,0.002
Tennessee,11/1/20,estimate based on partial data,0.006,0.002
Tennessee,11/2/20,estimate based on partial data,0.006,0.002
Tennessee,11/3/20,estimate based on partial data,0.006,0.002
Tennessee,11/4/20,forecast,0.006,0.002
Tennessee,11/5/20,forecast,0.006,0.002
Tennessee,11/6/20,forecast,0.006,0.002
Tennessee,11/7/20,forecast,0.006,0.002
Tennessee,11/8/20,forecast,0.006,0.002
Tennessee,11/9/20,forecast,0.006,0.002
Tennessee,11/10/20,forecast,0.006,0.002
Tennessee,11/11/20,forecast,0.006,0.002
Tennessee,11/12/20,forecast,0.006,0.002
Tennessee,11/13/20,forecast,0.006,0.002
Tennessee,11/14/20,forecast,0.006,0.002
Tennessee,11/15/20,forecast,0.006,0.002
Tennessee,11/16/20,forecast,0.006,0.002
Tennessee,11/17/20,forecast,0.006,0.002
Texas,8/25/20,estimate,-0.021,-0.025
Texas,8/26/20,estimate,-0.019,-0.022
Texas,8/27/20,estimate,-0.017,-0.019
Texas,8/28/20,estimate,-0.014,-0.016
Texas,8/29/20,estimate,-0.011,-0.012
Texas,8/30/20,estimate,-0.008,-0.008
Texas,8/31/20,estimate,-0.005,-0.004
Texas,9/1/20,estimate,-0.001,0
Texas,9/2/20,estimate,0.002,0.004
Texas,9/3/20,estimate,0.006,0.008
Texas,9/4/20,estimate,0.009,0.011
Texas,9/5/20,estimate,0.012,0.014
Texas,9/6/20,estimate,0.014,0.017
Texas,9/7/20,estimate,0.016,0.019
Texas,9/8/20,estimate,0.017,0.021
Texas,9/9/20,estimate,0.018,0.021
Texas,9/10/20,estimate,0.017,0.021
Texas,9/11/20,estimate,0.017,0.02
Texas,9/12/20,estimate,0.016,0.019
Texas,9/13/20,estimate,0.014,0.017
Texas,9/14/20,estimate,0.013,0.015
Texas,9/15/20,estimate,0.01,0.012
Texas,9/16/20,estimate,0.008,0.009
Texas,9/17/20,estimate,0.005,0.006
Texas,9/18/20,estimate,0.003,0.003
Texas,9/19/20,estimate,0.001,0
Texas,9/20/20,estimate,-0.001,-0.003
Texas,9/21/20,estimate,-0.003,-0.005
Texas,9/22/20,estimate,-0.005,-0.008
Texas,9/23/20,estimate,-0.006,-0.009
Texas,9/24/20,estimate,-0.007,-0.01
Texas,9/25/20,estimate,-0.008,-0.011
Texas,9/26/20,estimate,-0.008,-0.011
Texas,9/27/20,estimate,-0.008,-0.011
Texas,9/28/20,estimate,-0.007,-0.01
Texas,9/29/20,estimate,-0.006,-0.008
Texas,9/30/20,estimate,-0.004,-0.006
Texas,10/1/20,estimate,-0.002,-0.004
Texas,10/2/20,estimate,0,-0.002
Texas,10/3/20,estimate,0.002,0.001
Texas,10/4/20,estimate,0.005,0.004
Texas,10/5/20,estimate,0.007,0.007
Texas,10/6/20,estimate,0.009,0.01
Texas,10/7/20,estimate,0.011,0.012
Texas,10/8/20,estimate,0.013,0.015
Texas,10/9/20,estimate,0.015,0.017
Texas,10/10/20,estimate,0.017,0.019
Texas,10/11/20,estimate,0.018,0.021
Texas,10/12/20,estimate,0.02,0.022
Texas,10/13/20,estimate,0.021,0.023
Texas,10/14/20,estimate,0.021,0.023
Texas,10/15/20,estimate,0.022,0.024
Texas,10/16/20,estimate,0.022,0.023
Texas,10/17/20,estimate,0.022,0.023
Texas,10/18/20,estimate,0.021,0.022
Texas,10/19/20,estimate,0.021,0.022
Texas,10/20/20,estimate,0.02,0.021
Texas,10/21/20,estimate,0.019,0.02
Texas,10/22/20,estimate,0.019,0.019
Texas,10/23/20,estimate,0.018,0.018
Texas,10/24/20,estimate based on partial data,0.018,0.018
Texas,10/25/20,estimate based on partial data,0.017,0.017
Texas,10/26/20,estimate based on partial data,0.017,0.017
Texas,10/27/20,estimate based on partial data,0.017,0.016
Texas,10/28/20,estimate based on partial data,0.016,0.016
Texas,10/29/20,estimate based on partial data,0.016,0.016
Texas,10/30/20,estimate based on partial data,0.016,0.017
Texas,10/31/20,estimate based on partial data,0.016,0.017
Texas,11/1/20,estimate based on partial data,0.016,0.017
Texas,11/2/20,estimate based on partial data,0.016,0.018
Texas,11/3/20,estimate based on partial data,0.017,0.019
Texas,11/4/20,forecast,0.017,0.019
Texas,11/5/20,forecast,0.017,0.019
Texas,11/6/20,forecast,0.017,0.019
Texas,11/7/20,forecast,0.017,0.019
Texas,11/8/20,forecast,0.017,0.019
Texas,11/9/20,forecast,0.017,0.019
Texas,11/10/20,forecast,0.017,0.019
Texas,11/11/20,forecast,0.017,0.019
Texas,11/12/20,forecast,0.017,0.019
Texas,11/13/20,forecast,0.017,0.019
Texas,11/14/20,forecast,0.017,0.019
Texas,11/15/20,forecast,0.017,0.019
Texas,11/16/20,forecast,0.017,0.019
Texas,11/17/20,forecast,0.017,0.019
Utah,8/25/20,estimate,0.013,0.011
Utah,8/26/20,estimate,0.015,0.013
Utah,8/27/20,estimate,0.017,0.015
Utah,8/28/20,estimate,0.019,0.018
Utah,8/29/20,estimate,0.022,0.021
Utah,8/30/20,estimate,0.024,0.024
Utah,8/31/20,estimate,0.027,0.027
Utah,9/1/20,estimate,0.03,0.03
Utah,9/2/20,estimate,0.033,0.034
Utah,9/3/20,estimate,0.036,0.037
Utah,9/4/20,estimate,0.039,0.04
Utah,9/5/20,estimate,0.042,0.042
Utah,9/6/20,estimate,0.044,0.045
Utah,9/7/20,estimate,0.046,0.047
Utah,9/8/20,estimate,0.047,0.048
Utah,9/9/20,estimate,0.048,0.049
Utah,9/10/20,estimate,0.048,0.049
Utah,9/11/20,estimate,0.048,0.049
Utah,9/12/20,estimate,0.047,0.048
Utah,9/13/20,estimate,0.046,0.046
Utah,9/14/20,estimate,0.044,0.045
Utah,9/15/20,estimate,0.042,0.042
Utah,9/16/20,estimate,0.039,0.04
Utah,9/17/20,estimate,0.036,0.037
Utah,9/18/20,estimate,0.033,0.034
Utah,9/19/20,estimate,0.031,0.031
Utah,9/20/20,estimate,0.028,0.028
Utah,9/21/20,estimate,0.025,0.025
Utah,9/22/20,estimate,0.023,0.022
Utah,9/23/20,estimate,0.021,0.02
Utah,9/24/20,estimate,0.019,0.018
Utah,9/25/20,estimate,0.017,0.016
Utah,9/26/20,estimate,0.015,0.014
Utah,9/27/20,estimate,0.014,0.013
Utah,9/28/20,estimate,0.013,0.012
Utah,9/29/20,estimate,0.012,0.011
Utah,9/30/20,estimate,0.012,0.011
Utah,10/1/20,estimate,0.012,0.011
Utah,10/2/20,estimate,0.012,0.011
Utah,10/3/20,estimate,0.012,0.011
Utah,10/4/20,estimate,0.013,0.012
Utah,10/5/20,estimate,0.013,0.013
Utah,10/6/20,estimate,0.014,0.013
Utah,10/7/20,estimate,0.015,0.014
Utah,10/8/20,estimate,0.015,0.015
Utah,10/9/20,estimate,0.016,0.016
Utah,10/10/20,estimate,0.017,0.017
Utah,10/11/20,estimate,0.017,0.017
Utah,10/12/20,estimate,0.017,0.018
Utah,10/13/20,estimate,0.018,0.018
Utah,10/14/20,estimate,0.018,0.019
Utah,10/15/20,estimate,0.019,0.019
Utah,10/16/20,estimate,0.019,0.019
Utah,10/17/20,estimate,0.019,0.019
Utah,10/18/20,estimate,0.019,0.019
Utah,10/19/20,estimate,0.019,0.019
Utah,10/20/20,estimate,0.019,0.019
Utah,10/21/20,estimate,0.019,0.019
Utah,10/22/20,estimate,0.019,0.019
Utah,10/23/20,estimate,0.02,0.02
Utah,10/24/20,estimate based on partial data,0.019,0.02
Utah,10/25/20,estimate based on partial data,0.02,0.02
Utah,10/26/20,estimate based on partial data,0.02,0.02
Utah,10/27/20,estimate based on partial data,0.02,0.02
Utah,10/28/20,estimate based on partial data,0.02,0.02
Utah,10/29/20,estimate based on partial data,0.02,0.021
Utah,10/30/20,estimate based on partial data,0.02,0.021
Utah,10/31/20,estimate based on partial data,0.021,0.021
Utah,11/1/20,estimate based on partial data,0.021,0.021
Utah,11/2/20,estimate based on partial data,0.02,0.022
Utah,11/3/20,estimate based on partial data,0.02,0.022
Utah,11/4/20,forecast,0.02,0.022
Utah,11/5/20,forecast,0.02,0.022
Utah,11/6/20,forecast,0.02,0.022
Utah,11/7/20,forecast,0.02,0.022
Utah,11/8/20,forecast,0.02,0.022
Utah,11/9/20,forecast,0.02,0.022
Utah,11/10/20,forecast,0.02,0.022
Utah,11/11/20,forecast,0.02,0.022
Utah,11/12/20,forecast,0.02,0.022
Utah,11/13/20,forecast,0.02,0.022
Utah,11/14/20,forecast,0.02,0.022
Utah,11/15/20,forecast,0.02,0.022
Utah,11/16/20,forecast,0.02,0.022
Utah,11/17/20,forecast,0.02,0.022
Vermont,8/21/20,estimate,-0.017,-0.017
Vermont,8/22/20,estimate,-0.018,-0.019
